device_id,timestamp,duration_minutes,business_type,zone,device_type,signal_strength_dBm,data_used_MB,session_duration_minutes,peak_usage_hour
D4824,2025-06-17 13:33:00,31,Restaurant,Entrance,Phone,-87.73030091107785,26.36927831541173,34,11
D3517,2025-06-17 15:37:00,40,Restaurant,Entrance,Phone,-80.27831320767716,55.1524770324395,115,21
D1939,2025-06-17 09:19:00,19,Restaurant,Checkout,Smartwatch,-85.80126723629849,703.5421226914226,41,4
D6038,2025-06-17 08:17:00,39,Restaurant,Seating,Phone,-78.9810319123504,234.07472329232345,109,1
D2226,2025-06-17 10:33:00,45,Restaurant,Entrance,Smartwatch,-87.10812762422455,835.8240848074387,79,2
D3832,2025-06-17 16:36:00,21,Restaurant,Checkout,Phone,-72.91097291973878,422.45015938457954,57,8
D1939,2025-06-17 09:19:00,19,Restaurant,Checkout,Smartwatch,-85.80126723629849,703.5421226914226,41,4
D9071,2025-06-17 15:36:00,24,Restaurant,Entrance,Smartwatch,-70.18868048190443,225.59921970305007,79,12
D8888,2025-06-17 10:01:00,21,Restaurant,Seating,Phone,-62.119388072162195,944.6471819749221,81,10
D1910,2025-06-17 08:02:00,56,Restaurant,Display Area,Tablet,-36.261093898234485,120.4217450303759,52,9
D8591,2025-06-17 17:15:00,34,Restaurant,Waiting Area,Laptop,-59.823560354165174,185.19836828911758,78,21
D4899,2025-06-17 15:44:00,44,Restaurant,Display Area,Phone,-30.945312939339622,422.7639599891343,102,15
D9589,2025-06-17 13:28:00,27,Restaurant,Display Area,Phone,-66.89811758405052,289.82409923556133,60,22
